classid,species,species name
2979568,598,Acacia verricula R.S.Cowan & Maslin
2979292,599,Acacia verticillata Willd. (L'Hér.)
2980497,600,Acacia vestita Ker Gawl.
2979105,601,Acacia victoriae Benth.
2979793,602,Acacia viscidula Benth.
2978403,603,Acacia volubilis F.Muell.
2978520,604,Acacia wardellii Tindale
2978991,605,Acacia whitei Maiden
2979782,606,Acacia wickhamii Benth.
2980101,607,Acacia wilhelmiana F.Muell.
2978527,608,Acacia willdenowiana H.L.Wendl.
2981009,609,Acacia williamsonii Court
2980927,610,Acacia xanthina Benth.
2980293,611,Acacia xerophila W.Fitzg.
2980209,612,Acacia xiphophylla E.Pritz.
2978928,613,Acacia yorkrakinensis C.A.Gardner
2981071,614,Acaciella angustissima Britton & Rose (Mill.)
3794870,615,Acaciella glauca L.Rico (L.)
3794868,616,Acaciella goldmanii Britton & Rose
7266003,617,Acaciella painteri Britton & Rose
2980952,618,Acaciella tequilana Britton & Rose (S.Watson)
2979199,619,Acaciella villosa Britton & Rose (Sw.)
7942884,620,Acaena anserinifolia Druce (J.R.Forst. & G.Forst.)
5370768,621,Acaena antarctica Hook.fil.
5370675,622,Acaena argentea Ruiz & Pav.
5370829,623,Acaena caesiiglauca Bergmans (Bitter)
5370941,624,Acaena elongata L.
5370647,625,Acaena eupatoria Schltdl.
5370687,626,Acaena inermis Hook.fil.
5370670,627,Acaena integerrima Gillies ex Hook.
5370824,628,Acaena latebrosa Aiton
5370922,629,Acaena leptacantha Phil.
5370697,630,Acaena lucida Vahl (Aiton)
5370642,631,Acaena macrocephala Poepp.
5370832,632,Acaena magellanica Vahl (Lam.)
5370688,633,Acaena microphylla Hook.fil.
5370755,634,Acaena novae-zelandiae Kirk
5370651,635,Acaena ovalifolia Ruiz & Pav.
5370938,636,Acaena patagonica A.E.Martic.
5370645,637,Acaena pinnatifida Ruiz & Pav.
5370739,638,Acaena poeppigiana Gay
5370773,639,Acaena pumila Vahl
5370716,640,Acaena sericea J.Jacq.
5370957,641,Acaena splendens Hook. & Arn.
5370987,642,Acaena tenera Albov ex Albov & Kurtz
5370812,643,Acaena trifida Ruiz & Pav.
3057302,644,Acalypha adenostachya Müll.Arg.
3057063,645,Acalypha aliena Brandegee
3057201,646,Acalypha amentacea Roxb.
3056142,647,Acalypha andringitrensis Leandri
3057204,648,Acalypha angatensis Blanco
3057059,649,Acalypha angustata Sond.
3057381,650,Acalypha apodanthes Standl. & L.O.Williams
3056733,651,Acalypha aristata Kunth
3056835,652,Acalypha australis L.
3056886,653,Acalypha boinensis Leandri
3056326,654,Acalypha brachiata Krauss
3057106,655,Acalypha brevicaulis Müll.Arg.
3056674,656,Acalypha californica Benth.
3057111,657,Acalypha capensis Prain (L.f.)
3057352,658,Acalypha caperonioides Baill.
3056000,659,Acalypha capillipes Müll.Arg.
3056628,660,Acalypha capitata Willd.
3057069,661,Acalypha caturus Blume
8339104,662,Acalypha chamaedrifolia Müll.Arg. (Lam.)
3056986,663,Acalypha chiapensis Brandegee
3056276,664,Acalypha ciliata Forssk.
3057276,665,Acalypha cincta Müll.Arg.
3056784,666,Acalypha communis Müll.Arg.
3057252,667,Acalypha comonduana Millsp.
3057350,668,Acalypha costaricensis Knobl. ex Pax & K.Hoffm. (Kuntze)
3056479,669,Acalypha crenata Hochst. ex A.Rich.
3056252,670,Acalypha depressinervia K.Schum. (Kuntze)
3056298,671,Acalypha diversifolia Jacq.
3056940,672,Acalypha eremorum Müll.Arg.
3056476,673,Acalypha filipes McVaugh (S.Watson)
3056185,674,Acalypha glabrata Thunb.
3057367,675,Acalypha glandulifolia Buchinger & Meisn. ex C.Krauss
3056054,676,Acalypha gracilens A.Gray
3056906,677,Acalypha havanensis Müll.Arg.
3056297,678,Acalypha herzogiana Pax & K.Hoffm.
3056375,679,Acalypha hispida Burm.f.
3056259,680,Acalypha indica L.
3056144,681,Acalypha integrifolia Willd.
3056227,682,Acalypha langiana Müll.Arg.
3056654,683,Acalypha leptopoda Müll.Arg.
3056437,684,Acalypha macrostachya Jacq.
3056015,685,Acalypha macrostachyoides Müll.Arg.
3056324,686,Acalypha malabarica Müll.Arg.
6289568,687,Acalypha matsudae Hayata
3057188,688,Acalypha membranacea A.Rich.
3056223,689,Acalypha mexicana Müll.Arg.
3057037,690,Acalypha microphylla Klotzsch
3056021,691,Acalypha mollis Kunth
3056922,692,Acalypha monococca Lill.W.Mill. & Gandhi (Engelm. ex A.Gray)
3055989,693,Acalypha monostachya Cav.
3057101,694,Acalypha mortoniana Lundell
3056594,695,Acalypha nemorum F.Muell. ex Müll.Arg.
3056550,696,Acalypha neomexicana Müll.Arg.
3056092,697,Acalypha ornata Hochst. ex A.Rich.
3056712,698,Acalypha peduncularis Meisn. ex C.Krauss
3056051,699,Acalypha pendula C.Wright ex Griseb.
3056578,700,Acalypha phleoides Cav.
3056955,701,Acalypha platyphylla Müll.Arg.
3056633,702,Acalypha poiretii Spreng.
3056896,703,Acalypha polymorpha Müll.Arg.
3055982,704,Acalypha polystachya Jacq.
3056913,705,Acalypha portoricensis Müll.Arg.
3056531,706,Acalypha pubiflora Baill. (Klotzsch)
3057345,707,Acalypha punctata Meisn. ex C.Krauss
3056704,708,Acalypha radians Torr.
3057262,709,Acalypha radula Baill.
3056486,710,Acalypha scandens Benth.
3055977,711,Acalypha setosa A.Rich.
3056042,712,Acalypha siamensis Oliv. ex Gage
3056881,713,Acalypha skutchii I.M.Johnst.
3055965,714,Acalypha sonderiana Müll.Arg.
3056833,715,Acalypha stachyura Pax
3057359,716,Acalypha stricta Poepp.
3056720,717,Acalypha subviscida S.Watson
3056025,718,Acalypha vagans Cav.
3056475,719,Acalypha verbenacea Standl.
3056634,720,Acalypha villosa Jacq.
3056055,721,Acalypha virginica L.
3057221,722,Acalypha wilkesiana Müll.Arg.
2781930,723,Acampe carinata Panigrahi (Griff.)
2781924,724,Acampe ochracea Hochr. (Lindl.)
2781949,725,Acampe pachyglossa Rchb.f.
2781961,726,Acampe praemorsa Blatt. & McCann (Roxb.)
2781933,727,Acampe rigida P.F.Hunt (Buch.-Ham. ex Sm.)
3113876,728,Acamptopappus shockleyi A.Gray
3113874,729,Acamptopappus sphaerocephalus A.Gray (Harv. & Gray)
5599348,730,Acanthella sprucei Hook.fil.
2816147,731,Acanthephippium mantinianum L.Linden & Cogn.
7283733,732,Acanthocalycium klimpelianum Backeb. (Weidlich & Werderm.)
10838720,733,Acanthocalycium leucanthum Schlumpb. (Salm-Dyck)
10809391,734,Acanthocalycium rhodotrichum Schlumpb. (K.Schum.)
7283717,735,Acanthocalycium spiniflorum Backeb. (K.Schum.)
7283714,736,Acanthocalycium thionanthum Backeb. (Speg.)
7742187,737,Acanthocalyx nepalensis M.J.Cannon (D.Don)
2772861,738,Acanthocarpus preissii Lehm.
5393069,739,Acanthocephalus benthamianus Regel & Schmalh.
10882912,740,Acanthocereus castellae Lodé (Sánchez-Mej.)
3956362,741,Acanthocereus chiapensis Bravo
10744674,742,Acanthocereus cuixmalensis Lodé (Sánchez-Mej.)
10837718,743,Acanthocereus fosterianus Lodé (Cutak)
10748819,744,Acanthocereus hirschtianus Lodé (K.Schum.)
10890901,745,Acanthocereus oaxacensis Lodé (Britton & Rose)
10774490,746,Acanthocereus rosei Lodé (J.G.Ortega)
10699627,747,Acanthocereus tepalcatepecanus Lodé (Sánchez-Mej.)
3084455,748,Acanthocereus tetragonus Hummelinck (L.)
5694300,749,Acanthocladium dockerii F.Muell.
8890058,750,Acanthocladus dichromus J.F.B.Pastore (Steud.)
4057858,751,Acanthogilia gloriosa A.G.Day & Moran (Brandegee)
7298015,752,Acantholimon acerosum Boiss. (Willd.)
7298060,753,Acantholimon alatavicum Bunge
7297981,754,Acantholimon calvertii Boiss.
4090552,755,Acantholimon diapensioides Boiss.
4090128,756,Acantholimon glumaceum Boiss. (Jaub. & Spach)
4089266,757,Acantholimon libanoticum Boiss.
4089167,758,Acantholimon lycopodioides Boiss. (Girard)
4090554,759,Acantholimon schemachense Grossh.
7298136,760,Acantholimon ulicinum Boiss. (Schult.)
4086067,761,Acantholippia seriphioides Moldenke (A.Gray)
2927085,762,Acanthomintha duttonii Jokerst (Abrams)
2927083,763,Acanthomintha ilicifolia A.Gray
2927082,764,Acanthomintha lanceolata Curran
2927087,765,Acanthomintha obovata Jeps.
5574134,766,Acanthopale madagascariensis C.B.Clarke ex Bremek. (Baker)
8799714,767,Acanthopale perrieri Callm. & Phillipson (Benoist)
9164034,768,Acanthopale ramiflora Callm. & Phillipson (Benoist)
2738450,769,Acanthophoenix crinita H.Wendl. (Bory)
2738443,770,Acanthophoenix rubra H.Wendl. (Bory)
7267544,771,Acanthophyllum gypsophiloides Regel
7496737,772,Acanthophyllum mucronatum C.A.Mey.
5585939,773,Acanthophyllum pungens Boiss. (Bunge)
3895799,774,Acanthoprasium frutescens Spenn. (L.)
5574115,775,Acanthopsis carduifolia Schinz (L.fil.)
5574112,776,Acanthopsis disperma Harv.
5574105,777,Acanthopsis hoffmannseggiana C.B.Clarke (Nees)
5574100,778,Acanthopsis horrida Nees (Nees)
3731513,779,Acanthorrhinum ramosissimum Rothm. (Coss. & Durieu)
6391746,780,Acanthoscyphus parishii Small (Parry)
3100364,781,Acanthospermum australe Kuntze (Loefl.)
3100376,782,Acanthospermum glabratum Wild (DC.)
3100375,783,Acanthospermum hispidum DC.
2693693,784,Acanthostachys strobilacea Klotzsch (Schult. & Schult.f.)
3142611,785,Acanthostyles buniifolius R.King & H.Rob. (Hook. & Arn.)
3789529,786,Acanthosyris falcata Griseb.
3789479,787,Acanthosyris spinescens Griseb. (Mart. & Eichler)
3873578,788,Acanthothamnus aphyllus Standl. (Schltr.)
7263616,789,Acanthus dioscoridis L.
5415454,790,Acanthus ebracteatus M.Vahl
7263598,791,Acanthus hirsutus Boiss.
8116963,792,Acanthus hungaricus Baen. (Borbás)
6359819,793,Acanthus ilicifolius L.
5415455,794,Acanthus mollis L.
5573815,795,Acanthus montanus T.Anderson (Nees)
5573793,796,Acanthus polystachyus Delile
5573768,797,Acanthus sennii Chiov.
5415453,798,Acanthus spinosus L.
5573742,799,Acanthus ueleensis de Wild.
3935061,800,Acaulimalva acaulis Krapov. (Dombey ex Cav.)
3935020,801,Acaulimalva engleriana Krapov. (Ulbr.)
3935003,802,Acaulimalva nubigena Krapov. (Walp.)
7519667,803,Acaulimalva purdiaei Krapov. (A.Gray)
3934931,804,Acaulimalva weberbaueri Krapov. (Ulbr.)
8142080,805,Acer argutum Maxim. ex Miq.
7555196,806,Acer barbinerve Maxim. ex Miq.
7100404,807,Acer buergerianum Miq.
3768231,808,Acer caesium Wall. ex Brandis
8438294,809,Acer campbellii Hook.fil. & Thomson
3189863,810,Acer campestre L.
7495204,811,Acer capillipes Maxim. ex Miq.
7262908,812,Acer cappadocicum Gled.
3768602,813,Acer carpinifolium Siebold & Zucc.
3768561,814,Acer caudatifolium Hayata
7263099,815,Acer caudatum Wall.
3189884,816,Acer circinatum Pursh
7877018,817,Acer cissifolium C.Koch (Siebold & Zucc.)
7262943,818,Acer davidii Franch.
7100297,819,Acer diabolicum Blume ex Koch
3768631,820,Acer distylum Siebold & Zucc.
7379930,821,Acer freemanii A.E.Murray
3189864,822,Acer glabrum Torr.
7263115,823,Acer granatense Boiss.
3768452,824,Acer griseum Pax (Franch.)
3768305,825,Acer henryi Pax
7262979,826,Acer hyrcanum Fisch. & C.A.Mey.
3767816,827,Acer japonicum Thunb.
3189835,828,Acer macrophyllum Pursh
7263103,829,Acer mandshuricum Maxim.
7263019,830,Acer miyabei Maxim.
7262958,831,Acer monspessulanum L.
3189866,832,Acer negundo L.
7262960,833,Acer oblongum Wall. ex DC.
7675369,834,Acer obtusifolium Sm.
3767891,835,Acer oliverianum Pax
7100278,836,Acer opalus Mill.
3189882,837,Acer palmatum Thunb.
3189836,838,Acer pensylvanicum L.
3768025,839,Acer pentaphyllum Diels
7262911,840,Acer pictum Thunb.
3189846,841,Acer platanoides L.
3189870,842,Acer pseudoplatanus L.
7263054,843,Acer pseudosieboldianum Kom. (Pax)
7942575,844,Acer pycnanthum C.Koch
3189883,845,Acer rubrum L.
7263145,846,Acer rufinerve Siebold & Zucc.
3189837,847,Acer saccharinum L.
3189859,848,Acer saccharum Marshall
3768609,849,Acer sempervirens L.
7263086,850,Acer shirasawanum Koidz.
7263080,851,Acer sieboldianum Miq.
7263068,852,Acer sikkimense Miq.
3768352,853,Acer sino-oblongum Metcalf
3189848,854,Acer spicatum Lam.
7263023,855,Acer stachyophyllum Hiern
7262989,856,Acer sterculiaceum Wall.
3189843,857,Acer tataricum L.
7263128,858,Acer tegmentosum Maxim.
7263012,859,Acer truncatum Bunge
7263004,860,Acer tschonoskii Maxim.
7262975,861,Acer tutcheri Duthie
7574829,862,Acer velutinum Boiss.
4031873,863,Aceratium concinnum C.T.White (S.Moore)
4031818,864,Aceratium ferrugineum C.T.White
7291037,865,Aceratium megalospermum Balgooy (F.Muell.)
7283576,866,Acharagma roseanum E.F.Anderson (Boed.)
3752404,867,Achatocarpus gracilis H.Walter
3752400,868,Achatocarpus nigricans Triana
3752389,869,Achatocarpus oaxacanus Standl.
7339149,870,Achatocarpus praecox Griseb.
7914624,871,Achillea acuminata Sch.Bip. (Ledeb.)
3120391,872,Achillea ageratum L.
3120223,873,Achillea alpina L.
3120152,874,Achillea apiculata Orlova
3120275,875,Achillea arabica Kotschy
3120173,876,Achillea asiatica Serg.
3120203,877,Achillea atrata L.
3120181,878,Achillea barrelieri Sch.Bip. (Ten.)
3120300,879,Achillea biserrata M.Bieb.
3120117,880,Achillea clavennae L.
3120002,881,Achillea clusiana Tausch
8360031,882,Achillea clypeolata Sibth. & Sm.
3120289,883,Achillea coarctata Poir.
7925124,884,Achillea collina Becker ex Rchb. (Wirtg.)
3120369,885,Achillea cretica L.
8059665,886,Achillea crithmifolia Waldst. & Kit.
3120264,887,Achillea distans Waldst. & Kit. ex Willd.
9536147,888,Achillea erba-rotta All.
3120262,889,Achillea euxina Klokov
3120254,890,Achillea falcata L.
3120284,891,Achillea filipendulina Lam.
3120394,892,Achillea fragrantissima Sch.Bip. (Forssk.)
3120133,893,Achillea glaberrima Klokov
3120279,894,Achillea grandifolia Friv.
7752443,895,Achillea holosericea Sibth. & Sm.
3120324,896,Achillea impatiens L.
3120167,897,Achillea inundata Kondrat.
3120164,898,Achillea ledebourii Heimerl
7863079,899,Achillea leptophylla M.Bieb.
3120032,900,Achillea ligustica All.
3118536,901,Achillea macrophylla L.
3120277,902,Achillea micrantha Willd.
3120060,903,Achillea millefolium L.
3120162,904,Achillea multifida Griseb. (DC.)
8714852,905,Achillea nana L.
3120024,906,Achillea nobilis L.
3120251,907,Achillea obscura Nees
3120038,908,Achillea ochroleuca Ehrh.
7674113,909,Achillea odorata L.
3120192,910,Achillea oxyloba Sch.Bip. (DC.)
3120129,911,Achillea pannonica Scheele
3120333,912,Achillea ptarmica L.
3120245,913,Achillea ptarmicifolia Rupr. ex Heimerl (Willd.)
3120021,914,Achillea ptarmicoides Maxim.
3120053,915,Achillea pyrenaica Sibth. ex Godr.
3120385,916,Achillea roseo-alba Ehrend.
3120376,917,Achillea salicifolia Besser
3120235,918,Achillea santolinoides Lag.
3120234,919,Achillea sergievskiana Shaulo & Shmakov
3120066,920,Achillea setacea Waldst. & Kit.
3120015,921,Achillea stepposa Klokov & Krytzka
3119998,922,Achillea submicrantha Tzvelev
7546541,923,Achillea tenuifolia Lam.
7787053,924,Achillea tomentosa L.
5590088,925,Achimenes admirabilis Wiehler
5590039,926,Achimenes antirrhina C.V.Morton (DC.)
5589977,927,Achimenes candida Lindl.
5589968,928,Achimenes cettoana H.E.Moore
5589891,929,Achimenes erecta H.P.Fuchs (Lam.)
5589880,930,Achimenes fimbriata Rose ex C.V.Morton
6365317,931,Achimenes flava C.V.Morton
8373198,932,Achimenes glabrata Fitzg. (Zucc.)
9036864,933,Achimenes grandiflora A.DC. (Schiede)
5589769,934,Achimenes heterophylla DC. (Mart.)
5589760,935,Achimenes hintoniana Ram.-Roa & L.E.Skog
6365250,936,Achimenes longiflora DC.
5589592,937,Achimenes mexicana Fritsch (Seem.)
5589576,938,Achimenes misera Lindl.
5589542,939,Achimenes obscura C.V.Morton
5589535,940,Achimenes occidentalis C.V.Morton
6365218,941,Achimenes patens Benth.
5589489,942,Achimenes pedunculata Benth.
5589381,943,Achimenes skinneri Lindl.
2832361,944,Achlydosa glandulosa M.A.Clem. & D.L.Jones (Schltr.)
5371714,945,Achlys triphylla DC. (Sm.)
4142335,946,Achnatherum bromoides P.Beauv. (L.)
4142326,947,Achnatherum calamagrostis P.Beauv. (L.)
4142173,948,Achnatherum confusum Tzvelev (Litv.)
4141737,949,Achnatherum miliaceum P.Beauv. (L.)
4141484,950,Achnatherum pekinense Ohwi (Hance)
4141276,951,Achnatherum sibiricum Keng ex Tzvelev (L.)
3101208,952,Achyrachaena mollis Schauer
10758138,953,Achyranthemum affine N.G.Bergh (Less.)
10732491,954,Achyranthemum argenteum N.G.Bergh (Thunb.)
10849946,955,Achyranthemum mucronatum N.G.Bergh (P.J.Bergius)
10681352,956,Achyranthemum paniculatum N.G.Bergh (L.)
10892213,957,Achyranthemum recurvatum N.G.Bergh (L.fil.)
10898305,958,Achyranthemum sordescens N.G.Bergh (DC.)
10872751,959,Achyranthemum striatum N.G.Bergh (Thunb.)
3085168,960,Achyranthes aspera L.
3085175,961,Achyranthes bidentata Blume
3675582,962,Achyranthes marchionica F.Br.
3085176,963,Achyranthes splendens Mart. ex Moq.
3674742,964,Achyranthes talbotii Hutch. & Dalziel
3139547,965,Achyrocline alata DC. (Kunth)
3139539,966,Achyrocline bogotensis DC. (Kunth)
3139564,967,Achyrocline deflexa B.L.Rob. & Greenm
3139584,968,Achyrocline ramosissima Britton (Sch.Bip.)
3139534,969,Achyrocline satureioides DC. (Lam.)
3085617,970,Achyronychia cooperi A.Gray
3139780,971,Achyropappus anthemoides Kunth
10690646,972,Achyrophorus saldensis Talavera & Tremetsb. (Batt.)
10767432,973,"Achyrophorus valdesii F.J.Jiménez, M.Á.Ortiz & M.Talavera"
3674520,974,Achyropsis avicularis Cooke & C.H.Wright (E.Mey. ex Moq.)
7308356,975,Achyrospermum carvalhoi Gürke
3895707,976,Achyrospermum fruticosum Benth.
3895658,977,Achyrospermum oblongifolium Baker
3895506,978,Achyrospermum wallichianum Benth. ex Hook.f. (Benth.)
4140684,979,Aciachne pulvinata Benth.
2839975,980,Acianthera angustifolia Luer (Lindl.)
2839487,981,Acianthera aphthosa Pridgeon & M.W.Chase (Lindl.)
2839719,982,Acianthera bidentula Pridgeon & M.W.Chase (Barb.Rodr.)
2840008,983,Acianthera bragae F.Barros (Ruschi)
3657263,984,"Acianthera breedlovei Soto Arenas, Solano & Salazar"
2839884,985,Acianthera chrysantha Pridgeon & M.W.Chase (Lindl.)
2839802,986,Acianthera circumplexa Pridgeon & M.W.Chase (Lindl.)
2839516,987,Acianthera cogniauxiana Pridgeon & M.W.Chase (Schltr.)
7915101,988,Acianthera crepiniana Chiron & Van den Berg (Cogn.)
2839506,989,Acianthera cryptantha Pridgeon & M.W.Chase (Barb.Rodr.)
2839861,990,Acianthera eximia Solano (L.O.Williams)
2839961,991,Acianthera geminicaulina Pridgeon & M.W.Chase (Ames)
2839842,992,Acianthera glanduligera Luer (Lindl.)
2839825,993,Acianthera heringeri F.Barros (Hoehne)
9281990,994,Acianthera hintonii A.Doucette (L.O.Williams)
2839519,995,Acianthera hondurensis Pridgeon & M.W.Chase (Ames)
2839428,996,Acianthera hygrophila Pridgeon & M.W.Chase (Barb.Rodr.)
2839942,997,Acianthera johannensis Pridgeon & M.W.Chase (Barb.Rodr.)
2839899,998,Acianthera johnsonii Pridgeon & M.W.Chase (Ames)
2839553,999,Acianthera klotzschiana Pridgeon & M.W.Chase (Rchb.f.)
2839936,1000,Acianthera leptotifolia Pridgeon & M.W.Chase (Barb.Rodr.)
2839726,1001,Acianthera limae Pridgeon & M.W.Chase (Porto & Brade)
2839540,1002,Acianthera luteola Pridgeon & M.W.Chase (Lindl.)
2839904,1003,Acianthera panduripetala Pridgeon & M.W.Chase (Barb.Rodr.)
2839819,1004,Acianthera pantasmi Pridgeon & M.W.Chase (Rchb.f.)
2839692,1005,Acianthera papillosa Pridgeon & M.W.Chase (Lindl.)
8385149,1006,Acianthera polystachya Pupulin (Ruiz & Pav.)
2839728,1007,Acianthera pubescens Pridgeon & M.W.Chase (Lindl.)
2839869,1008,Acianthera recurva Pridgeon & M.W.Chase (Lindl.)
2839953,1009,Acianthera sonderiana Pridgeon & M.W.Chase (Rchb.f.)
2839832,1010,Acianthera strupifolia Pridgeon & M.W.Chase (Lindl.)
9771285,1011,Acianthera teres Borba (Lindl.)
9324215,1012,Acianthera tunguraguae A.Doucette (F.Lehm. & Kraenzl.)
2839946,1013,Acianthera unguicallosa Solano (Ames & C.Schweinf.)
2800810,1014,Acianthus amplexicaulis Rolfe (F.M.Bailey)
2800762,1015,Acianthus caudatus R.Br.
2800804,1016,Acianthus cymbalariifolius F.Muell. & Kraenzl.
2800771,1017,Acianthus exsertus R.Br.
2800736,1018,Acianthus fornicatus R.Br.
2800743,1019,Acianthus sinclairii Hook.f.
3906863,1020,Acicarpha bonariensis Herter (Pers.)
7274534,1021,Acicarpha procumbens Less.
3170562,1022,Acicarpha tribuloides Juss.
3998940,1023,Acidonia microcarpa L.A.S.Johnson & B.G.Briggs (R.Br.)
5380358,1024,Acidoton urens Sw.
8347905,1025,Acilepis divergens H.Rob. & Skvarla (DC.)
4212820,1026,Acilepis saligna H.Rob. (DC.)
5310317,1027,Acineta barkeri Lindl. (Bateman)
5310315,1028,Acineta cryptodonta Rchb.f.
5310286,1029,Acineta salazarii Soto Arenas
2984898,1030,Acioa guianensis Aubl.
3862265,1031,Aciotis circaeifolia Triana (Bonpl.)
3862080,1032,Aciotis indecora Triana (Bonpl.)
3861822,1033,Aciotis purpurascens Triana (Aubl.)
3861798,1034,Aciotis rubricaulis Triana (C.Mart. ex DC.)
5539167,1035,Aciphylla anomala Allan
5539163,1036,Aciphylla aurea W.R.B.Oliv.
5928318,1037,Aciphylla colensoi Hook.fil.
5539154,1038,Aciphylla congesta Cheeseman
5539149,1039,Aciphylla crenulata J.B.Armstr.
5539141,1040,Aciphylla crosby-smithii Petrie
5539134,1041,Aciphylla dieffenbachii Kirk (F.Muell.)
5539130,1042,Aciphylla dissecta W.R.B.Oliv. (Kirk)
5539128,1043,Aciphylla divisa Cheeseman (Cheeseman)
